DATA,V,I,T,SOC
2024-07-08 05:10:00,1289.2,0.0,35.7,9.7
2024-07-08 05:15:00,1289.1,1.4,35.7,9.7
2024-07-08 05:20:00,1289.2,0.0,35.7,9.7
2024-07-08 05:25:00,1289.2,2.9,35.7,9.7
2024-07-08 05:30:00,1289.2,1.4,35.7,9.7
2024-07-08 05:35:00,1289.2,1.4,35.7,9.7
2024-07-08 05:40:00,1289.1,1.4,35.7,9.7
2024-07-08 05:45:00,1289.2,2.9,35.7,9.7
2024-07-08 05:50:00,1289.2,0.0,35.7,9.7
2024-07-08 05:55:00,1289.2,0.0,35.7,9.7
2024-07-08 06:00:00,1289.1,1.4,35.7,9.7
2024-07-08 06:05:00,1289.2,0.0,35.7,9.7
2024-07-08 06:10:00,1289.2,1.4,35.7,9.7
2024-07-08 06:15:00,1289.1,1.4,35.7,9.7
2024-07-08 06:20:00,1289.2,1.4,35.7,9.7
2024-07-08 06:25:00,1289.2,2.9,35.7,9.7
2024-07-08 06:30:00,1289.1,1.4,35.7,9.7
2024-07-08 06:35:00,1289.1,1.4,35.7,9.7
2024-07-08 06:40:00,1289.2,1.4,35.7,9.7
2024-07-08 06:45:00,1289.1,2.9,35.7,9.7
2024-07-08 06:50:00,1289.1,1.4,35.7,9.7
2024-07-08 06:55:00,1289.2,2.9,35.7,9.7
2024-07-08 07:00:00,1289.1,1.4,35.7,9.7
2024-07-08 07:05:00,1289.1,1.4,35.7,9.7
2024-07-08 07:10:00,1289.2,1.4,35.7,9.7
2024-07-08 07:15:00,1289.2,2.9,35.7,9.7
2024-07-08 07:20:00,1289.1,1.4,35.7,9.7
2024-07-08 07:25:00,1289.1,2.9,35.7,9.7
2024-07-08 07:30:00,1289.1,1.4,35.7,9.7
2024-07-08 07:35:00,1289.1,1.4,35.7,9.7
2024-07-08 07:40:00,1289.2,1.4,35.8,9.7
2024-07-08 07:45:00,1289.1,1.4,35.8,9.7
2024-07-08 07:50:00,1289.1,1.4,35.8,9.7
2024-07-08 07:55:00,1289.2,0.0,35.8,9.7
2024-07-08 08:00:00,1289.1,1.4,35.8,9.7
2024-07-08 08:05:00,1289.2,1.4,35.9,9.7
2024-07-08 08:10:00,1289.2,1.4,35.9,9.7
2024-07-08 08:15:00,1289.2,1.4,35.9,9.7
2024-07-08 08:20:00,1289.2,1.4,36.0,9.7
2024-07-08 08:25:00,1289.2,1.4,36.0,9.7
2024-07-08 08:30:00,1289.2,1.4,36.1,9.7
2024-07-08 08:35:00,1289.1,1.4,36.1,9.7
2024-07-08 08:40:00,1289.1,1.4,36.2,9.7
2024-07-08 08:45:00,1289.2,1.4,36.3,9.7
2024-07-08 08:50:00,1289.1,1.4,36.4,9.7
2024-07-08 08:55:00,1289.2,1.4,36.5,9.7
2024-07-08 09:00:00,1289.2,1.4,36.6,9.7
2024-07-08 09:05:00,1289.2,1.4,36.6,9.7
2024-07-08 09:10:00,1289.2,1.4,36.7,9.7
2024-07-08 09:15:00,1289.2,1.4,36.8,9.7
2024-07-08 09:20:00,1289.2,1.4,36.8,9.7
2024-07-08 09:25:00,1289.2,1.4,37.0,9.7
2024-07-08 09:30:00,1289.2,1.4,37.1,9.7
2024-07-08 09:35:00,1289.3,1.4,37.1,9.7
2024-07-08 09:40:00,1289.2,2.9,37.3,9.7
2024-07-08 09:45:00,1289.3,1.4,37.4,9.7
2024-07-08 09:50:00,1289.3,0.0,37.5,9.7
2024-07-08 09:55:00,1289.2,1.4,37.6,9.7
2024-07-08 10:00:00,1289.3,1.4,37.7,9.7
2024-07-08 10:05:00,1289.2,1.4,37.8,9.7
2024-07-08 10:10:00,1289.3,1.4,38.0,9.7
2024-07-08 10:15:00,1289.3,1.4,38.1,9.7
2024-07-08 10:20:00,1293.8,-78.6,47.8,9.7
2024-07-08 10:25:00,1294.1,1.4,49.1,9.9
2024-07-08 10:30:00,1292.9,1.4,47.7,9.9
2024-07-08 10:35:00,1292.4,1.4,47.0,9.9
2024-07-08 10:40:00,1291.9,1.4,46.4,9.9
2024-07-08 10:45:00,1291.7,1.4,46.0,9.9
2024-07-08 10:50:00,1291.5,1.4,45.6,9.9
2024-07-08 10:55:00,1291.5,1.4,45.3,9.9
2024-07-08 11:00:00,1291.4,1.4,45.1,9.9
2024-07-08 11:05:00,1300.3,-160.5,52.7,10.1
2024-07-08 11:10:00,1294.0,1.4,49.1,10.2
2024-07-08 11:15:00,1293.3,1.4,48.4,10.2
2024-07-08 11:20:00,1302.9,-157.4,62.3,10.5
2024-07-08 11:25:00,1312.9,-320.1,46.7,11.5
2024-07-08 11:30:00,1316.9,-320.7,45.3,12.8
2024-07-08 11:35:00,1320.4,-316.3,63.5,14.2
2024-07-08 11:40:00,1315.4,-318.7,45.0,13.8
2024-07-08 11:45:00,1334.8,-632.9,55.9,16.4
2024-07-08 11:50:00,1335.9,-630.6,54.3,17.7
2024-07-08 11:55:00,1341.5,-630.5,57.1,20.3
2024-07-08 12:00:00,1345.1,-625.2,56.4,23.0
2024-07-08 12:05:00,1347.0,-623.4,56.8,25.6
2024-07-08 12:10:00,1348.5,-623.8,56.8,28.2
2024-07-08 12:15:00,1348.2,-623.1,56.7,31.0
2024-07-08 12:20:00,1348.5,-624.5,57.4,33.5
2024-07-08 12:25:00,1346.5,-549.1,54.7,35.9
2024-07-08 12:30:00,1347.0,-547.6,54.6,38.1
2024-07-08 12:35:00,1347.0,-547.1,55.7,40.1
2024-07-08 12:40:00,1350.5,-700.0,55.8,42.4
2024-07-08 12:45:00,1334.6,-157.2,47.4,43.7
2024-07-08 12:50:00,1353.2,-702.5,61.3,45.8
2024-07-08 12:55:00,1358.4,-849.3,67.7,49.3
2024-07-08 13:00:00,1357.7,-774.5,64.6,52.7
2024-07-08 13:05:00,1360.1,-773.3,65.1,55.9
2024-07-08 13:10:00,1362.5,-771.6,64.7,59.1
2024-07-08 13:15:00,1364.5,-769.8,65.0,62.4
2024-07-08 13:20:00,1348.9,-152.3,54.5,65.3
2024-07-08 13:25:00,1366.7,-754.6,61.6,67.0
2024-07-08 13:30:00,1371.9,-900.3,70.4,70.4
2024-07-08 13:35:00,1373.1,-899.7,72.5,74.2
2024-07-08 13:40:00,1343.0,1.4,56.4,74.8
2024-07-08 13:45:00,1341.9,1.3,55.3,74.8
2024-07-08 13:50:00,1341.5,1.2,54.1,74.8
2024-07-08 13:55:00,1341.6,1.4,53.0,74.8
2024-07-08 14:00:00,1341.4,0.8,52.0,74.8
2024-07-08 14:05:00,1341.4,1.6,51.2,74.8
2024-07-08 14:10:00,1341.4,1.3,50.6,74.8
2024-07-08 14:15:00,1341.2,0.1,50.0,74.8
2024-07-08 14:20:00,1341.3,0.2,49.4,74.8
2024-07-08 14:25:00,1341.3,1.3,49.0,74.8
2024-07-08 14:30:00,1341.2,0.0,48.6,74.8
2024-07-08 14:35:00,1341.2,0.1,48.2,74.8
2024-07-08 14:40:00,1341.1,0.1,47.9,74.8
2024-07-08 14:45:00,1341.1,0.2,47.6,74.8
2024-07-08 14:50:00,1341.2,0.1,47.4,74.8
2024-07-08 14:55:00,1341.3,0.1,47.1,74.8
2024-07-08 15:00:00,1340.8,0.1,47.1,74.8
2024-07-08 15:05:00,1340.8,0.1,47.1,74.8
2024-07-08 15:10:00,1340.8,0.1,47.1,74.8
2024-07-08 15:15:00,1340.8,0.1,47.1,74.8
2024-07-08 15:20:00,1340.8,0.1,47.1,74.8
2024-07-08 15:25:00,1340.8,0.1,47.1,74.8
2024-07-08 15:30:00,1340.8,0.1,47.1,74.8
2024-07-08 15:35:00,1340.8,0.1,47.1,74.8
2024-07-08 15:40:00,1340.8,0.1,47.1,74.8
2024-07-08 15:45:00,1340.8,0.1,47.1,74.8
2024-07-08 15:50:00,1340.8,0.1,47.1,74.8
2024-07-08 15:55:00,1340.8,0.1,47.1,74.8
2024-07-08 16:00:00,1340.8,0.1,47.1,74.8
2024-07-08 16:05:00,1340.8,0.1,47.1,74.8
2024-07-08 16:10:00,1340.8,0.1,47.1,74.8
2024-07-08 16:15:00,1340.8,0.1,47.1,74.8
2024-07-08 16:20:00,1340.8,0.1,47.1,74.8
2024-07-08 16:25:00,1340.8,0.1,47.1,74.8
2024-07-08 16:30:00,1340.8,0.1,47.1,74.8
2024-07-08 16:35:00,1340.8,0.1,47.1,74.8
2024-07-08 16:40:00,1340.8,0.1,47.1,74.8
2024-07-08 16:45:00,1340.8,0.1,47.1,74.8
2024-07-08 16:50:00,1340.8,0.1,47.1,74.8
2024-07-08 16:55:00,1340.8,0.1,47.1,74.8
2024-07-08 17:00:00,1340.8,0.1,47.1,74.8
2024-07-08 17:05:00,1340.8,0.1,47.1,74.8
2024-07-08 17:10:00,1340.8,0.1,47.1,74.8
2024-07-08 17:15:00,1340.8,0.1,47.1,74.8
2024-07-08 17:20:00,1340.8,0.1,47.1,74.8
2024-07-08 17:25:00,1340.8,0.1,47.1,74.8
2024-07-08 17:30:00,1340.8,0.1,47.1,74.8
2024-07-08 17:35:00,1340.8,0.1,47.1,74.8
2024-07-08 17:40:00,1340.8,0.1,47.1,74.8
2024-07-08 17:45:00,1340.8,0.1,47.1,74.8
2024-07-08 17:50:00,1340.8,0.1,47.1,74.8
2024-07-08 17:55:00,1340.8,0.1,47.1,74.8
2024-07-08 18:00:00,1340.8,0.1,47.1,74.8
2024-07-08 18:05:00,1340.8,0.1,47.1,74.8
2024-07-08 18:10:00,1340.8,0.1,47.1,74.8
2024-07-08 18:15:00,1340.8,0.1,47.1,74.8
2024-07-08 18:20:00,1340.8,0.1,47.1,74.8
2024-07-08 18:25:00,1340.8,0.1,47.1,74.8
2024-07-08 18:30:00,1340.8,0.1,47.1,74.8
2024-07-08 18:35:00,1340.8,0.1,47.1,74.8
2024-07-08 18:40:00,1340.8,0.1,47.1,74.8
2024-07-08 18:45:00,1340.8,0.1,47.1,74.8
2024-07-08 18:50:00,1340.8,0.1,47.1,74.8
2024-07-08 18:55:00,1340.8,0.1,47.1,74.8
2024-07-08 19:00:00,1340.8,0.1,47.1,74.8
2024-07-08 19:05:00,1340.8,0.1,47.1,74.8
2024-07-08 19:10:00,1340.8,0.1,47.1,74.8
2024-07-08 19:15:00,1340.8,0.1,47.1,74.8
2024-07-08 19:20:00,1340.8,0.1,47.1,74.8
2024-07-08 19:25:00,1340.8,0.1,47.1,74.8
2024-07-08 19:30:00,1340.8,0.1,47.1,74.8
2024-07-08 19:35:00,1340.8,0.1,47.1,74.8
2024-07-08 19:40:00,1340.8,0.1,47.1,74.8
2024-07-08 19:45:00,1340.8,0.1,47.1,74.8
2024-07-08 19:50:00,1340.8,0.1,47.1,74.8
2024-07-08 19:55:00,1340.8,0.1,47.1,74.8
2024-07-08 20:00:00,1340.8,0.1,47.1,74.8
2024-07-08 20:05:00,1340.8,0.1,47.1,74.8
2024-07-08 20:10:00,1340.8,0.1,47.1,74.8
2024-07-08 20:15:00,1340.8,0.1,47.1,74.8
2024-07-08 20:20:00,1340.8,0.1,47.1,74.8
2024-07-08 20:25:00,1340.8,0.1,47.1,74.8
2024-07-08 20:30:00,1340.8,0.1,47.1,74.8
2024-07-08 20:35:00,1340.8,0.1,47.1,74.8
2024-07-08 20:40:00,1340.8,0.1,47.1,74.8
2024-07-08 20:45:00,1340.8,0.1,47.1,74.8
2024-07-08 20:50:00,1340.8,0.1,47.1,74.8
2024-07-08 20:55:00,1340.8,0.1,47.1,74.8
2024-07-08 21:00:00,1340.8,0.1,47.1,74.8
2024-07-08 21:05:00,1340.8,0.1,47.1,74.8
2024-07-08 21:10:00,1340.8,0.1,47.1,74.8
2024-07-08 21:15:00,1340.8,0.1,47.1,74.8
2024-07-08 21:20:00,1340.8,0.1,47.1,74.8
2024-07-08 21:25:00,1340.8,0.1,47.1,74.8
2024-07-08 21:30:00,1340.8,0.1,47.1,74.8
2024-07-08 21:35:00,1340.8,0.1,47.1,74.8
2024-07-08 21:40:00,1340.8,0.1,47.1,74.8
2024-07-08 21:45:00,1340.8,0.1,47.1,74.8
2024-07-08 21:50:00,1340.8,0.1,47.1,74.8
2024-07-08 21:55:00,1340.8,0.1,47.1,74.8
2024-07-08 22:00:00,1340.8,0.1,47.1,74.8
2024-07-08 22:05:00,1340.8,0.1,47.1,74.8
2024-07-08 22:10:00,1340.8,0.1,47.1,74.8
2024-07-08 22:15:00,1340.8,0.1,47.1,74.8
2024-07-08 22:20:00,1340.8,0.1,47.1,74.8
2024-07-08 22:25:00,1340.8,0.1,47.1,74.8
2024-07-08 22:30:00,1340.8,0.1,47.1,74.8
2024-07-08 22:35:00,1340.8,0.1,47.1,74.8
2024-07-08 22:40:00,1340.8,0.1,47.1,74.8
2024-07-08 22:45:00,1340.8,0.1,47.1,74.8
2024-07-08 22:50:00,1340.8,0.1,47.1,74.8
2024-07-08 22:55:00,1340.8,0.1,47.1,74.8
2024-07-08 23:00:00,1340.8,0.1,47.1,74.8
2024-07-08 23:05:00,1340.8,0.1,47.1,74.8
2024-07-08 23:10:00,1340.8,0.1,47.1,74.8
2024-07-08 23:15:00,1340.8,0.1,47.1,74.8
2024-07-08 23:20:00,1340.8,0.1,47.1,74.8
2024-07-08 23:25:00,1340.8,0.1,47.1,74.8
2024-07-08 23:30:00,1340.8,0.1,47.1,74.8
2024-07-08 23:35:00,1340.8,0.1,47.1,74.8
2024-07-08 23:40:00,1340.8,0.1,47.1,74.8
2024-07-08 23:45:00,1340.8,0.1,47.1,74.8
2024-07-08 23:50:00,1340.8,0.1,47.1,74.8
2024-07-08 23:55:00,1340.8,0.1,47.1,74.8
2024-07-09 00:00:00,1340.8,0.1,47.1,74.8
2024-07-09 00:05:00,1340.8,0.1,47.1,74.8
2024-07-09 00:10:00,1340.8,0.1,47.1,74.8
2024-07-09 00:15:00,1340.8,0.1,47.1,74.8
2024-07-09 00:20:00,1340.8,0.1,47.1,74.8
2024-07-09 00:25:00,1340.8,0.1,47.1,74.8
2024-07-09 00:30:00,1340.8,0.1,47.1,74.8
2024-07-09 00:35:00,1340.8,0.1,47.1,74.8
2024-07-09 00:40:00,1340.8,0.1,47.1,74.8
2024-07-09 00:45:00,1340.8,0.1,47.1,74.8
2024-07-09 00:50:00,1340.8,0.1,47.1,74.8
2024-07-09 00:55:00,1340.8,0.1,47.1,74.8
2024-07-09 01:00:00,1340.8,0.1,47.1,74.8
2024-07-09 01:05:00,1340.8,0.1,47.1,74.8
2024-07-09 01:10:00,1340.8,0.1,47.1,74.8
2024-07-09 01:15:00,1340.8,0.1,47.1,74.8
2024-07-09 01:20:00,1340.8,0.1,47.1,74.8
2024-07-09 01:25:00,1340.8,0.1,47.1,74.8
2024-07-09 01:30:00,1340.8,0.1,47.1,74.8
2024-07-09 01:35:00,1340.8,0.1,47.1,74.8
2024-07-09 01:40:00,1340.8,0.1,47.1,74.8
2024-07-09 01:45:00,1340.8,0.1,47.1,74.8
2024-07-09 01:50:00,1340.8,0.1,47.1,74.8
2024-07-09 01:55:00,1340.8,0.1,47.1,74.8
2024-07-09 02:00:00,1340.8,0.1,47.1,74.8
2024-07-09 02:05:00,1340.8,0.1,47.1,74.8
2024-07-09 02:10:00,1340.8,0.1,47.1,74.8
2024-07-09 02:15:00,1340.8,0.1,47.1,74.8
2024-07-09 02:20:00,1340.8,0.1,47.1,74.8
2024-07-09 02:25:00,1340.8,0.1,47.1,74.8
2024-07-09 02:30:00,1340.8,0.1,47.1,74.8
2024-07-09 02:35:00,1340.8,0.1,47.1,74.8
2024-07-09 02:40:00,1340.8,0.1,47.1,74.8
2024-07-09 02:45:00,1340.8,0.1,47.1,74.8
2024-07-09 02:50:00,1340.8,0.1,47.1,74.8
2024-07-09 02:55:00,1340.8,0.1,47.1,74.8
2024-07-09 03:00:00,1340.8,0.1,47.1,74.8
2024-07-09 03:05:00,1340.8,0.1,47.1,74.8
2024-07-09 03:10:00,1340.8,0.1,47.1,74.8
2024-07-09 03:15:00,1340.8,0.1,47.1,74.8
2024-07-09 03:20:00,1340.8,0.1,47.1,74.8
2024-07-09 03:25:00,1340.8,0.1,47.1,74.8
2024-07-09 03:30:00,1340.8,0.1,47.1,74.8
2024-07-09 03:35:00,1340.8,0.1,47.1,74.8
2024-07-09 03:40:00,1340.8,0.1,47.1,74.8
2024-07-09 03:45:00,1340.8,0.1,47.1,74.8
2024-07-09 03:50:00,1340.8,0.1,47.1,74.8
2024-07-09 03:55:00,1340.8,0.1,47.1,74.8
2024-07-09 04:00:00,1340.8,0.1,47.1,74.8
2024-07-09 04:05:00,1340.8,0.1,47.1,74.8
2024-07-09 04:10:00,1340.8,0.1,47.1,74.8
2024-07-09 04:15:00,1340.8,0.1,47.1,74.8
2024-07-09 04:20:00,1340.8,0.1,47.1,74.8
2024-07-09 04:25:00,1340.8,0.1,47.1,74.8
2024-07-09 04:30:00,1340.8,0.1,47.1,74.8
2024-07-09 04:35:00,1340.8,0.1,47.1,74.8
2024-07-09 04:40:00,1340.8,0.1,47.1,74.8
2024-07-09 04:45:00,1340.8,0.1,47.1,74.8
2024-07-09 04:50:00,1340.8,0.1,47.1,74.8
2024-07-09 04:55:00,1340.8,0.1,47.1,74.8
2024-07-09 05:00:00,1340.8,0.1,47.1,74.8
2024-07-09 05:05:00,1340.8,0.1,47.1,74.8
2024-07-09 05:10:00,1340.8,0.1,47.1,74.8
2024-07-09 05:15:00,1340.8,0.1,47.1,74.8
2024-07-09 05:20:00,1340.8,0.1,47.1,74.8
2024-07-09 05:25:00,1340.8,0.1,47.1,74.8
2024-07-09 05:30:00,1340.8,0.1,47.1,74.8
2024-07-09 05:35:00,1340.8,0.1,47.1,74.8
2024-07-09 05:40:00,1340.8,0.1,47.1,74.8
2024-07-09 05:45:00,1340.8,0.1,47.1,74.8
2024-07-09 05:50:00,1340.8,0.1,47.1,74.8
2024-07-09 05:55:00,1340.8,0.1,47.1,74.8
2024-07-09 06:00:00,1340.8,0.1,47.1,74.8
2024-07-09 06:05:00,1340.8,0.1,47.1,74.8
2024-07-09 06:10:00,1340.8,0.1,47.1,74.8
2024-07-09 06:15:00,1340.8,0.1,47.1,74.8
2024-07-09 06:20:00,1340.8,0.1,47.1,74.8
2024-07-09 06:25:00,1340.8,0.1,47.1,74.8
2024-07-09 06:30:00,1340.8,0.1,47.1,74.8
2024-07-09 06:35:00,1340.8,0.1,47.1,74.8
2024-07-09 06:40:00,1340.8,0.1,47.1,74.8
2024-07-09 06:45:00,1340.8,0.1,47.1,74.8
2024-07-09 06:50:00,1340.8,0.1,47.1,74.8
2024-07-09 06:55:00,1340.8,0.1,47.1,74.8
2024-07-09 07:00:00,1340.8,0.1,47.1,74.8
2024-07-09 07:05:00,1340.8,0.1,47.1,74.8
2024-07-09 07:10:00,1340.8,0.1,47.1,74.8
2024-07-09 07:15:00,1340.8,0.1,47.1,74.8
2024-07-09 07:20:00,1340.8,0.1,47.1,74.8
2024-07-09 07:25:00,1340.8,0.1,47.1,74.8
2024-07-09 07:30:00,1340.8,0.1,47.1,74.8
2024-07-09 07:35:00,1340.8,0.1,47.1,74.8
2024-07-09 07:40:00,1340.8,0.1,47.1,74.8
2024-07-09 07:45:00,1340.8,0.1,47.1,74.8
2024-07-09 07:50:00,1340.8,0.1,47.1,74.8
2024-07-09 07:55:00,1340.8,0.1,47.1,74.8
2024-07-09 08:00:00,1340.8,0.1,47.1,74.8
2024-07-09 08:05:00,1340.8,0.1,47.1,74.8
2024-07-09 08:10:00,1340.8,0.1,47.1,74.8
2024-07-09 08:15:00,1340.8,0.1,47.1,74.8
2024-07-09 08:20:00,1340.8,0.1,47.1,74.8
2024-07-09 08:25:00,1340.8,0.1,47.1,74.8
2024-07-09 08:30:00,1340.8,0.1,47.1,74.8
2024-07-09 08:35:00,1340.8,0.1,47.1,74.8
2024-07-09 08:40:00,1340.8,0.1,47.1,74.8
2024-07-09 08:45:00,1340.8,0.1,47.1,74.8
2024-07-09 08:50:00,1340.8,0.1,47.1,74.8
2024-07-09 08:55:00,1340.8,0.1,47.1,74.8
2024-07-09 09:00:00,1340.8,0.1,47.1,74.8
2024-07-09 09:05:00,1340.8,0.1,47.1,74.8
2024-07-09 09:10:00,1340.8,0.1,47.1,74.8
2024-07-09 09:15:00,1340.8,0.1,47.1,74.8
2024-07-09 09:20:00,1340.8,0.1,47.1,74.8
2024-07-09 09:25:00,1340.8,0.1,47.1,74.8
2024-07-09 09:30:00,1340.8,0.1,47.1,74.8
2024-07-09 09:35:00,1340.8,0.1,47.1,74.8
2024-07-09 09:40:00,1340.8,0.1,47.1,74.8
2024-07-09 09:45:00,1340.8,0.1,47.1,74.8
2024-07-09 09:50:00,1340.8,0.1,47.1,74.8
2024-07-09 09:55:00,1340.8,0.1,47.1,74.8
2024-07-09 10:00:00,1340.8,0.1,47.1,74.8
2024-07-09 10:05:00,1340.8,0.1,47.1,74.8
2024-07-09 10:10:00,1340.8,0.1,47.1,74.8
2024-07-09 10:15:00,1340.8,0.1,47.1,74.8
2024-07-09 10:20:00,1340.8,0.1,47.1,74.8
2024-07-09 10:25:00,1340.8,0.1,47.1,74.8
2024-07-09 10:30:00,1340.8,0.1,47.1,74.8
2024-07-09 10:35:00,1340.8,0.1,47.1,74.8
2024-07-09 10:40:00,1340.8,0.1,47.1,74.8
2024-07-09 10:45:00,1340.8,0.1,47.1,74.8
2024-07-09 10:50:00,1340.8,0.1,47.1,74.8
2024-07-09 10:55:00,1340.8,0.1,47.1,74.8
2024-07-09 11:00:00,1340.8,0.1,47.1,74.8
2024-07-09 11:05:00,1340.8,0.1,47.1,74.8
2024-07-09 11:10:00,1340.8,0.1,47.1,74.8
2024-07-09 11:15:00,1340.8,0.1,47.1,74.8
2024-07-09 11:20:00,1340.8,0.1,47.1,74.8
2024-07-09 11:25:00,1340.8,0.1,47.1,74.8
2024-07-09 11:30:00,1340.8,0.1,47.1,74.8
2024-07-09 11:35:00,1340.8,0.1,47.1,74.8
2024-07-09 11:40:00,1340.8,0.1,47.1,74.8
2024-07-09 11:45:00,1340.8,0.1,47.1,74.8
2024-07-09 11:50:00,1340.8,0.1,47.1,74.8
2024-07-09 11:55:00,1340.8,0.1,47.1,74.8
2024-07-09 12:00:00,1340.8,0.1,47.1,74.8
2024-07-09 12:05:00,1340.8,0.1,47.1,74.8
2024-07-09 12:10:00,-5.7,1.2,38.2,0.0
2024-07-09 12:15:00,-5.5,0.8,38.3,0.0
2024-07-09 12:20:00,-5.6,1.3,38.5,0.0
2024-07-09 12:25:00,-5.4,1.2,38.6,0.0
2024-07-09 12:30:00,-5.4,1.3,38.8,0.0
2024-07-09 12:35:00,-5.4,1.4,38.9,0.0
2024-07-09 12:40:00,-5.4,1.4,39.1,0.0
2024-07-09 12:45:00,-5.5,1.5,39.2,0.0
2024-07-09 12:50:00,-5.4,1.3,39.3,0.0
2024-07-09 12:55:00,-5.4,1.4,39.4,0.0
2024-07-09 13:00:00,-5.4,1.5,39.6,0.0
2024-07-09 13:05:00,-5.4,0.4,39.7,0.0
2024-07-09 13:10:00,-5.4,1.5,39.9,0.0
2024-07-09 13:15:00,-5.3,0.2,40.0,0.0
2024-07-09 13:20:00,-5.3,0.1,40.2,0.0
2024-07-09 13:25:00,-5.3,1.4,40.3,0.0
2024-07-09 13:30:00,-5.3,1.2,40.4,0.0
2024-07-09 13:35:00,-5.3,0.4,40.5,0.0
2024-07-09 13:40:00,-5.3,0.9,40.6,0.0
2024-07-09 13:45:00,-5.3,1.5,40.7,0.0
2024-07-09 13:50:00,-5.3,0.0,40.8,0.0
2024-07-09 13:55:00,-5.3,0.6,40.9,0.0
2024-07-09 14:00:00,-5.3,0.4,41.0,0.0
2024-07-09 14:05:00,-5.2,0.2,41.2,0.0
2024-07-09 14:10:00,-5.2,0.0,41.3,0.0
2024-07-09 14:15:00,-5.3,0.9,41.4,0.0
2024-07-09 14:20:00,-5.3,0.4,41.5,0.0
2024-07-09 14:25:00,-5.3,0.1,41.6,0.0
2024-07-09 14:30:00,-5.3,0.1,41.7,0.0
2024-07-09 14:35:00,-5.3,0.0,41.8,0.0
2024-07-09 14:40:00,-5.3,1.6,41.9,0.0
2024-07-09 14:45:00,-5.3,0.3,41.9,0.0
2024-07-09 14:50:00,-5.3,0.2,42.0,0.0
2024-07-09 14:55:00,-5.2,1.5,42.1,0.0
2024-07-09 15:00:00,-5.3,0.0,42.1,0.0
2024-07-09 15:05:00,-5.3,0.4,42.2,0.0
2024-07-09 15:10:00,-5.3,1.5,42.2,0.0
2024-07-09 15:15:00,-5.4,0.0,42.3,0.0
2024-07-09 15:20:00,-5.3,0.1,42.3,0.0
2024-07-09 15:25:00,-5.2,0.2,42.4,0.0
2024-07-09 15:30:00,-5.3,1.5,42.5,0.0
2024-07-09 15:35:00,-5.3,1.3,42.5,0.0
2024-07-09 15:40:00,-5.3,0.2,42.6,0.0
2024-07-09 15:45:00,-5.3,0.0,42.6,0.0
2024-07-09 15:50:00,-5.3,0.1,42.7,0.0
2024-07-09 15:55:00,-5.3,0.3,42.8,0.0
2024-07-09 16:00:00,-5.3,0.0,42.8,0.0
2024-07-09 16:05:00,-5.3,0.0,42.9,0.0
2024-07-09 16:10:00,-5.3,0.2,43.0,0.0
2024-07-09 16:15:00,-5.2,0.1,43.0,0.0
2024-07-09 16:20:00,-5.2,0.3,43.1,0.0
2024-07-09 16:25:00,-5.2,0.1,43.2,0.0
2024-07-09 16:30:00,-5.3,0.7,43.2,0.0
2024-07-09 16:35:00,-5.2,0.1,43.3,0.0
2024-07-09 16:40:00,-5.3,0.1,43.4,0.0
2024-07-09 16:45:00,-5.2,0.1,43.5,0.0
2024-07-09 16:50:00,-5.3,0.5,43.5,0.0
2024-07-09 16:55:00,-5.2,0.2,43.6,0.0
2024-07-09 17:00:00,-5.2,0.0,43.7,0.0
2024-07-09 17:05:00,-5.2,1.5,43.8,0.0
2024-07-09 17:10:00,-5.3,1.3,43.8,0.0
2024-07-09 17:15:00,-5.2,1.4,43.9,0.0
2024-07-09 17:20:00,-5.3,0.4,43.9,0.0
2024-07-09 17:25:00,-5.3,0.2,44.0,0.0
2024-07-09 17:30:00,-5.2,1.0,44.1,0.0
2024-07-09 17:35:00,-5.2,0.0,44.1,0.0
2024-07-09 17:40:00,-5.2,0.4,44.2,0.0
2024-07-09 17:45:00,-5.2,0.1,44.3,0.0
2024-07-09 17:50:00,-5.2,1.3,44.3,0.0
2024-07-09 17:55:00,-5.2,0.1,44.4,0.0
2024-07-09 18:00:00,-5.2,0.0,44.5,0.0
2024-07-09 18:05:00,-5.2,0.8,44.5,0.0
2024-07-09 18:10:00,-5.2,0.2,44.6,0.0
2024-07-09 18:15:00,-5.2,0.0,44.7,0.0
2024-07-09 18:20:00,-5.2,1.5,44.8,0.0
2024-07-09 18:25:00,-5.2,0.2,44.8,0.0
2024-07-09 18:30:00,-5.2,0.1,44.9,0.0
2024-07-09 18:35:00,-5.2,1.3,45.0,0.0
2024-07-09 18:40:00,-5.2,0.3,45.0,0.0
2024-07-09 18:45:00,-5.2,0.0,45.1,0.0
2024-07-09 18:50:00,-5.2,0.2,45.1,0.0
2024-07-09 18:55:00,-5.2,0.4,45.2,0.0
2024-07-09 19:00:00,-5.2,0.3,45.2,0.0
2024-07-09 19:05:00,-5.2,0.2,45.2,0.0
2024-07-09 19:10:00,-5.2,0.0,45.3,0.0
2024-07-09 19:15:00,-5.2,1.4,45.3,0.0
2024-07-09 19:20:00,-5.2,1.4,45.4,0.0
2024-07-09 19:25:00,-5.2,0.1,45.4,0.0
2024-07-09 19:30:00,-5.2,0.9,45.5,0.0
2024-07-09 19:35:00,-5.1,0.1,45.5,0.0
2024-07-09 19:40:00,-5.2,1.3,45.5,0.0
2024-07-09 19:45:00,-5.2,0.5,45.6,0.0
2024-07-09 19:50:00,-5.1,0.3,45.6,0.0
